Label,String
Event_IconianResurgence_Choice_TechnologicalHarmony_Desc,Establish Bio-Digital Fusion Centers
Event_IconianResurgence_Choice_TechnologicalHarmony_Details,"Create centers that epitomize the Iconian's unique blend of biology and technology, fostering innovation and recovery.[BR][BR]Installs a Bio-Digital Fusion Center on homeworld."
Event_IconianResurgence_Choice_DiplomaticOutreach_Desc,Open Galactic Diplomacy Hubs
Event_IconianResurgence_Choice_DiplomaticOutreach_Details,Strengthen diplomatic relations and forge new alliances to ensure the Iconians' presence and influence in galactic affairs.[BR][BR]Places a Diplomatic Outreach Center on homeworld.
Event_DrathAscendancy_Name,Rise of the Drath
Event_DrathAscendancy_Desc,"The Drath, savvy survivors of lost Elemental, have charted their way through the stars at a deliberate pace. Now, with FTL travel in their toolkit and a newfound planetary roost, they're ready to unfurl their plans with a flair for the dramatic. Revenge against the Altarians simmers on the back burner, but the galaxy's a big place with plenty of room for subtlety and strategic plays. [BR][BR]As they ready themselves to mingle with the cosmic ensemble, the Drath must choose their approach. Will they be the cunning architects of alliances or the silent puppeteers of galactic intrigue? Their ancient fire burns anew, but it's their moves that will shape the next era."
Event_DrathAscendancy_Choice_AncientWisdom_Desc,Convene the Elders' Council
Event_DrathAscendancy_Choice_AncientWisdom_Details,Establish a council chamber for the wisest of the Drath to guide their civilization with ancient knowledge and foresight. [BR][BR]Places an Elder's Council on homeworld.
Event_DrathAscendancy_Choice_MilitaryPreparation_Desc,Strengthen Military Prowess
Event_DrathAscendancy_Choice_MilitaryPreparation_Details,"Focus on military training and preparedness, building grounds to train warriors, anticipating future conflicts with ancient adversaries. [BR][BR]Places a Warrior Training center on homeworld."
Event_DrathAscendancy_Choice_CulturalHeritage_Desc,Preserve Dragon Cultural Heritage
Event_DrathAscendancy_Choice_CulturalHeritage_Details,Create a preserve to honor and maintain the rich mythos and cultural heritage of the Drath dragon lineage.[BR][BR]Places the Mythos of the Dragon Preserve on homeworld.
Event_AltarianSpiritualAwakening_Name,Altarian Spiritual Renaissance
Event_AltarianSpiritualAwakening_Desc,"In the midst of a harmonious convergence, the Altarians gaze upon the galaxy with enlightened eyes. Their deep spiritual and arcane heritage, a beacon of their identity, calls forth a renewed purpose in the celestial dance of the cosmos. [BR][BR]Poised at the threshold of expansion, they stand contemplative, seeking to weave the ethereal strands of their mystical lineage into the tangible reality of interstellar relations. The time has come to choose: will they spread their ideals through gentle guidance or leverage their arcane might to shape the galaxy? Their decision will send ripples through the very fabric of existence."
Event_AltarianSpiritualAwakening_Choice_TempleOfEnlightenment_Desc,Construct the Temple of Enlightenment
Event_AltarianSpiritualAwakening_Choice_TempleOfEnlightenment_Details,"Build a grand temple to serve as a beacon of wisdom and spiritual guidance, enlightening citizens and leaders alike.[BR][BR]Places a Temple of Enlightenment on Homeworld."
Event_AltarianSpiritualAwakening_Choice_ArcaneSanctuary_Desc,Establish an Arcane Sanctuary
Event_AltarianSpiritualAwakening_Choice_ArcaneSanctuary_Details,"Create a sanctuary for the study and practice of Altarian mystic arts, fostering magical research and arcane knowledge.[BR][BR]Places an Arcane Sanctuary on Homeworld."
Event_AltarianSpiritualAwakening_Choice_CouncilOfSages_Desc,Form a Council of Sages
Event_AltarianSpiritualAwakening_Choice_CouncilOfSages_Details,"Convene a council of the wisest Altarians to offer guidance and foresight, ensuring benevolent and wise leadership.[BR][BR]Places a Council of Sages on Homeworld."
Event_KorathDominionRising_Name,Korath Rising
Event_KorathDominionRising_Desc,"The Korath were banished to Kora by the Drengin who thought they were too extreme.  Where the Drengin support enslaving inferior beings, the Korath do not recognize other species as being sentient but rather more akin to bugs that need to be exterminated. [BR][BR]Where the galaxy was previously very focused on the Drengin Empire, the Korath, due to their relative isolation, were largely left alone.  Now is their time to rise and to do what they were born to do, murder every other sentient being in the universe."
Event_KorathDominionRising_Choice_WarMongerAltar_Desc,Erect the Altar of War Mongers
Event_KorathDominionRising_Choice_WarMongerAltar_Details,"Build a monument to martial superiority, inspiring dread and dominance in the hearts of all Korath. [BR][BR]Places a Warmonger Altar on homeworld."
Event_KorathDominionRising_Choice_ExterminationCamps_Desc,Establish Extermination Camps
Event_KorathDominionRising_Choice_ExterminationCamps_Details,"Set up systematic camps to deal with lesser species efficiently, proving the merciless prowess of the Korath's rule.[BR][BR]Places an Extermination Camp on homeworld."
Event_KorathDominionRising_Choice_BattleThrallArena_Desc,Construct the Battle Thrall Arenas
Event_KorathDominionRising_Choice_BattleThrallArena_Details,"Create arenas to test and hone the Korath's combat artistry, a gruesome spectacle that reinforces their fearsome reputation.[BR][BR]Places a Battle Thrall Arena on homeworld."
GlobalWellnessInitiative_Name,Global Wellness Initiative
GlobalWellnessInitiative_ShortDec,A comprehensive mental health and well-being program designed to help humanity adapt to the new reality of interstellar relations and the challenges of space colonization.
StabilityCorps_Name,Stability Corps
StabilityCorps_ShortDec,"A specialized task force focused on maintaining public order, ensuring civil stability, and addressing societal disruptions in the wake of our transition to an interstellar community."
EconomicExpansionCouncil_Name,Economic Council
EconomicExpansionCouncil_ShortDec,Harnessing the economic opportunities to increase population social skills.
AggressiveColonizationProgram_Name,Colonization Program
AggressiveColonizationProgram_ShortDec,Increase the ratio the population that have a citizen representative.
ArceanExpansionCelebration_Name,Expansion Celebration
ArceanExpansionCelebration_ShortDec,A worldwide celebration of the glory of the Arcean peopole.
ResistanceCenter_Name,Resistance Center
ResistanceCenter_ShortDec,Increases planetary defense and foreign influence resistance.
TorianTelescope_Name,Torian Telescope
TorianTelescope_ShortDec,Greatly increases the sensor range of this world.
DrenginTechCache_Name,Drengin Tech Cache
DrenginTechCache_ShortDec,A stockpile of advanced Drengin technology left over from the invasion.
CulturalRevivalProgram_Name,Cultural Revival Initiative
CulturalRevivalProgram_ShortDec,A broad-based effort to reinvigorate our cultural heritage.
EnforcedLaborCamps_Name,Enforced Labor Camps
EnforcedLaborCamps_ShortDec,Labor camps filled with slaves working for our glory.
TerrorSurveillanceNetwork_Name,Terror Surveillance Network
TerrorSurveillanceNetwork_ShortDec,An expansive network of surveillance focused on preemptive identification and suppression of dissenting elements within the society.
Event_GlobalUnrestDueToSpaceColonization_Name,Worldwide Turmoil: The Space Colonization Crisis
Event_GlobalUnrestDueToSpaceColonization_Desc,"As our civilization embarks on the epochal journey of colonizing other planets, our homeworld is swept by a wave of riots and unrest. [BR][BR]The prospect of permanent settlements in space is fracturing societal norms, with some fearing loss of cultural identity and others anxious about unequal access to this new frontier. [BR][BR]Meanwhile, dreams of boundless opportunities and new beginnings fuel the chaos. In the midst of these competing sentiments, how will you navigate this transformative period in our history?"
Event_GlobalUnrest_Choice_Negotiate_Desc,Negotiate with the protestors
Event_GlobalUnrest_Choice_Negotiate_Details,Attempt to negotiate with the protestors to end the riots. This will calm things for a time. But this isn't likely the last we'll hear of this.
Event_GlobalUnrest_Choice_Suppress_Desc,Suppress the protestors
Event_GlobalUnrest_Choice_Suppress_Details,Use force to suppress the protestors. This will work for a time.
Event_GlobalUnrest_Choice_Ignore_Desc,Ignore the protestors
Event_GlobalUnrest_Choice_Ignore_Result,Riots
Event_GlobalUnrest_Choice_Ignore_Details,Ignore the protestors and hope they go away.
Event_TheMachineExpansion_Name,The Machine Expansion
Event_TheMachineExpansion_Desc,"As our civilization stands on the threshold of interstellar expansion, internal divisions surface. [BR][BR]The leap from seclusion on our homeworld to exploring distant, life-bearing planets stirs a complex mix of anticipation and apprehension. Concerns about the unpredictable dynamics with organic life forms and the moral implications of such encounters vie with the excitement of discovering and interacting with diverse existences. In this pivotal chapter of our journey, how will you steer us through these uncharted waters of cosmic diplomacy and existential discovery?"
Event_ExpansionInfrastructure_Choice_Desc,Synthesize Durantium to expedite our expansion of infrastructure
Event_SupportShipyard_Choice_Desc,Send resources to our Shipyard
Event_InternalFocus_Choice_Desc,Look inward and gain new knowledge
Event_HomeworldPoliticalUnrest_Name,Homeworld Political Issues Amidst Rapid Expansion
Event_HomeworldPoliticalUnrest_Desc,"With the rapid expansion of our dominion, encompassing myriad new worlds, our homeworld finds itself grappling with escalating political tensions. [BR][BR]Diverse ideologies clash, as longstanding traditions and governance structures strain under the weight of integrating vastly different societies. Debates surge over resource allocation, cultural preservation, and representation of these new territories. As we stand at the crossroads of unity and division, the question looms: How shall we navigate and reconcile these growing pains to forge a cohesive and prosperous interstellar society?"
Event_HomeworldPoliticalUnrest_Choice_Diplomacy_Desc,Engage in open dialogue to address concerns and integrate diverse perspectives for a more unified future.
Event_HomeworldPoliticalUnrest_Choice_Diplomacy_Result,Our leader cares about us
Event_HomeworldPoliticalUnrest_Choice_Diplomacy_Details,"This approach may calm tensions and promote a sense of shared purpose among our populace, leading to greater stability."
Event_HomeworldPoliticalUnrest_Choice_Authoritarian_Desc,Implement strict measures to ensure continued control and suppress dissenting voices.
Event_HomeworldPoliticalUnrest_Choice_Authoritarian_Details,"Though effective in the short term, such a response could lead to long-term resistance and unrest. Crime is reduced for awhile."
Event_HomeworldPoliticalUnrest_Choice_Reform_Desc,Initiate comprehensive governmental reforms to better represent our growing and diverse population.
Event_HomeworldPoliticalUnrest_Choice_Reform_Details,"Reforms may be challenging and time-consuming to implement, but could ultimately strengthen our political foundations."
Event_HomeworldPoliticalCrisis_Name,Political Crisis on the homeworld
Event_HomeworldPoliticalCrisis_Desc,"Mounting unrest is seizing our homeworld, presenting the global government with its gravest challenge yet. [BR][BR]The core of this turmoil is the contentious allocation of resources towards our ambitious colonization program. Disparities are emerging, with certain regions benefiting more than others. [BR][BR]Our planet, once a beacon of unity and planetary solidarity, now teeters on the edge, threatening to fall back into the divisive, territorial rivalries of our history. [BR][BR]Political opportunists, seizing the moment, are stoking the flames of discord, exploiting cultural and regional differences to carve out their own spheres of influence. [BR][BR]As the leader of the colonization initiative, you've been endowed with extensive powers to address these challenges. Yet, exercise caution, as you've become a pivotal political figure in this unfolding drama. [BR][BR]Your advisors have laid out three potential courses of action. Each choice comes with its own set of consequences. Choose wisely."
Event_HomeworldPoliticalCrisis_Choice_Negotiate_Desc,Seek a peaceful resolution by negotiating with opposition leaders to understand their grievances and reach a compromise.
Event_HomeworldPoliticalCrisis_Choice_Negotiate_Details,"Negotiations could pacify the opposition and foster a more inclusive governance, but may also weaken your perceived authority."
Event_HomeworldPoliticalCrisis_Choice_MartialLaw_Desc,Enforce martial law to maintain order and suppress the brewing unrest through a display of military strength.
Event_HomeworldPoliticalCrisis_Choice_MartialLaw_Details,Imposing martial law may deter potential uprisings but also risks alienating the populace and eroding democratic principles.
Event_HomeworldPoliticalCrisis_Choice_Decentralize_Desc,Begin the process to decentralize power.
Event_HomeworldPoliticalCrisis_Choice_Decentralize_Details,Decentralization can promote self-governance. It will reduce homeworld manufacturing but increase it on the core worlds.
Event_HomeworldPoliticalCrisis_Choice_Decentralize_Results,Decentralization of resources
Event_ColonialAutonomyDemands_Name,Colonial Calls for Autonomy
Event_ColonialAutonomyDemands_Desc,"As our colonial territories flourish under the distant light of foreign suns, a confluence of cultural uniqueness and self-reliance fuels their desire for greater autonomy.[BR][BR]Emanating from the far reaches of space, their voices reach the halls of power on the homeworld, fervently imploring for the right to govern their own destinies. [BR][BR]Should you accede to their demands, integrating their unique perspectives into the broader legislative structure, or staunchly uphold the centralized power of the homeworld?"
Event_ColonialAutonomyDemands_Choice_Grant_Desc,Recognize the colonies' growth and maturity by granting them greater autonomy.
Event_ColonialAutonomyDemands_Choice_Grant_Result,Greater Autonomy.
Event_ColonialAutonomyDemands_Choice_Grant_Details,"Autonomy could engender a sense of responsibility and loyalty amongst the colonies, yet may also pave the way for calls of independence. It will also increase colonial economic output but reduce the income coming from colonies."
Event_ColonialAutonomyDemands_Choice_Integrate_Desc,Offer a compromise through deeper integration.
Event_ColonialAutonomyDemands_Choice_Integrate_Details,"Integration promises inclusivity and unity, though it demands significant bureaucratic reorganization and could be seen as merely symbolic by the colonies."
Event_ColonialAutonomyDemands_Choice_Deny_Desc,Refuse the demands for greater autonomy.
Event_ColonialAutonomyDemands_Choice_Deny_Details,"Denying autonomy safeguards centralized authority and simplifies governance, but risks inciting resentment or even rebellion among the colonial populace. Be careful."
Event_InterstellarCommerceClash_Name,The Interstellar Commerce Clash
Event_InterstellarCommerceClash_Desc,"Emerging from the burgeoning marketplaces of our colonial outposts is a tapestry of economic strife and competition that reverberates back to our homeworld. [BR][BR]Merchant guilds from across the stars, emboldened by offworld trade and newfound riches, are challenging the traditional monopolies and tariff laws. They demand economic reforms that could redefine our very understanding of wealth distribution and market control in this new interstellar age."
Event_InterstellarCommerceClash_Choice_Protect_Desc,Uphold the current economic protocols to protect established homeworld businesses.
Event_InterstellarCommerceClash_Choice_Protect_Details,"A protective stance may comfort the old guard and keep socioeconomic structures intact, yet risks stifling innovation and colonial development. Increases homeworld wealth while reducing it on other core worlds."
Event_InterstellarCommerceClash_Choice_Protect_Result,Homeworld Favoritism
Event_InterstellarCommerceClash_Choice_Liberalize_Desc,Embrace the commercial revolution by liberalizing trade policies.
Event_InterstellarCommerceClash_Choice_Liberalize_Details,Liberalization promises an economic boom and colonial growth but could incur unrest at home from those left behind in the wealth race.
Event_InterstellarCommerceClash_Choice_Liberalize_Result,Liberalized economic policy
Event_InterstellarCommerceClash_Choice_Regulate_Desc,"Introduce new regulations to ensure fair trade across the empire, balancing colonial growth with the homeworld's prosperity."
Event_InterstellarCommerceClash_Choice_Regulate_Details,"New regulations aim to level the playing field, but excessive bureaucracy could burden businesses and dampen economic enthusiasm."
Event_InterstellarCommerceClash_Choice_Regulate_Result,Economic Regulations
Event_ColonialResourceCrisis_Name,Colonial Resource Crisis
Event_ColonialResourceCrisis_Desc,"The rapid growth of colonies has stretched our resources thin.[BR][BR]Planetary governors send desperate communiques, their words laced with urgency as they paint grim portraits of depleting resource caches. The specter of scarcity looms over our burgeoning colonies — a challenge that could thwart our extraterrestrial ascent and sow the seeds of discontent.[BR][BR]How should we respond?"
Event_ColonialResourceCrisis_Choice_Subvention_Desc,Inject capital and resources to stabilize the colonial economies.
Event_ColonialResourceCrisis_Choice_Subvention_Details,"Subventions can quickly alleviate the crisis, but risk creating dependency and siphoning resources from the homeworld's reserves."
Event_ColonialResourceCrisis_Choice_Investigate_Desc,Launch a thorough investigation into the causes of the resource shortages to find sustainable long-term solutions.
Event_ColonialResourceCrisis_Choice_Investigate_Results,Ongoing Investigation
Event_HomeworldPoliticalCrisis_Choice_MartialLaw_Result,Martial Law
Event_ColonialResourceCrisis_Choice_Investigate_Details,"Investigation could uncover inefficiencies or new opportunities; however, the delay may worsen the immediate crisis and create unrest on all our core worlds for a year."
Event_ColonialResourceCrisis_Choice_Ignore_Desc,Stay the course. Colonial ingenuity will prevail without intervention.
Event_ColonialResourceCrisis_Choice_Ignore_Details,"Ignoring the problem may uphold economic autonomy, yet it bears the risk of unrest and the potential collapse of vulnerable colonies. A rebellion movement will form."
Event_HomeworldPoliticalCrisis_Choice_Negotiate_Result,Tensions over rapid Colonization
Event_InterstellarPoliticalStrain_Name,Interstellar Political Strain
Event_InterstellarPoliticalStrain_Desc,"The rapid expansion of our civilization has led to significant political challenges on the homeworld.[BR][BR]There is a growing concern that we have colonized too fast without the necesssary infrastructure to support all these colonies.[BR][BR]Meanwhile, our citizens on our core worlds are feeling they are being treated as second class citizens."
Event_IPS_Choice_DiplomaticIntegration_Desc,"Seek a diplomatic approach to integrate the new worlds, promoting understanding and cooperation."
Event_IPS_Choice_DiplomaticIntegration_Details,"This approach may increase overall happiness and trade, but could also lead to slower decision-making, increasing the amount of resources lost in transit."
Event_IPS_Choice_DiplomaticIntegration_Result,Temporary integration policy
Event_IPS_Choice_AuthoritarianControl_Desc,Too bad for the colonists. Impose strict control from the homeworld to ensure uniform governance across our colonies.
Event_IPS_Choice_AuthoritarianControl_Results,Homeworld controls
Event_IPS_Choice_AuthoritarianControl_Details,"This might lead to greater efficiency and security, but could also increase unrest in the newly integrated worlds. A rebellion movement is likely to start."
Event_IPS_Choice_DecentralizedGovernance_Desc,"Adopt a decentralized governance model, giving new worlds more autonomy."
Event_IPS_Choice_DecentralizedGovernance_Details,"While this could lead to increased innovation and local satisfaction, it might also result in weakened central authority."
Event_IPS_Choice_DecentralizedGovernance_Result,Decentralization
Event_MultiplanetaryUnityChallenge_Name,The Multiplanetary Unity Challenge
Event_MultiplanetaryUnityChallenge_Desc,"Cultural and political factions across our colonies are seeking varying degrees of autonomy and self-governance. Critics charge that we are engaging in a 'Colony Rush' and we must slow down. [BR][BR]The movement has gained momentum, challenging the central authority's ability to maintain a cohesive governance structure across multiple worlds. How will the leadership address these burgeoning calls for local control?"
Event_MultiplanetaryUnityChallenge_Choice_Integrate_Desc,Begin a campaign to reinforce the benefits of a strong central authority.
Event_MultiplanetaryUnityChallenge_Choice_Integrate_Result,Homeworld Unity Pride
Event_MultiplanetaryUnityChallenge_Choice_Integrate_Details,An overarching integration initiative could solidify the empire’s cultural identity but may be perceived as oppressive by advocacy groups seeking independence. It will be popular on the homeworld. For awhile.
Event_MultiplanetaryUnityChallenge_Choice_Autonomy_Desc,Grant greater autonomy to the colonies.
Event_MultiplanetaryUnityChallenge_Choice_Autonomy_Details,"Embracing autonomy can empower individual colonies and placate separatist movements, but it will reduce the amount of resources that colonies provide to core worlds even if the core worlds are happier."
Event_TerraformingDilemma_Name,The Terraforming Dilemma
Event_TerraformingDilemma_Desc,"Our terraforming efforts have reached a critical juncture. Planetary engineers warn of ecological pushback from the aggressive alteration of entire ecosystems. Meanwhile, colonial settlers yearn for earthlike landscapes that remind them of the homeworld. The path we choose now could seal the fate of our environmental legacy and the biodiversity of new worlds for generations to come."
Event_TerraformingDilemma_Choice_Expand_Desc,Accelerate our terraforming projects to rapidly achieve habitable environments. 
Event_TerraformingDilemma_Choice_Expand_Details,Expansion may provide swift habitability gains but could lead to unforeseen ecological disasters and galvanize environmentalist opposition. Will increase the planet quality of {PLANETNAME} by 1.
Event_TerraformingDilemma_Choice_Conserve_Desc,Adopt a conservative approach to terraforming.
Event_TerraformingDilemma_Choice_Conserve_Details,A conservative policy could ensure sustainable development and promote galactic biodiversity.  This will temporarily reduce the economic output of our core worlds.
Event_TerraformingDilemma_Choice_Conserve_Result,Careful Terraforming
Event_TerraformingDilemma_Choice_Halt_Desc,Temporarily halt all terraforming activities to reassess their impact and explore alternative means of adaptation.
Event_TerraformingDilemma_Choice_Halt_Details,"Halting the projects respects existing ecosystems and could lead to innovations in living on unaltered worlds, but may cause unrest among settlers awaiting terraformed lands. This will dramatically reduce the economic output of our core worlds for awhile.."
Event_ColonialExodusCrisis_Name,Colonial Exodus Crisis
Event_ColonialExodusCrisis_Desc,"A surge in emigration to new colonies has triggered a population vacuum on our homeworld, causing labor shortages, economic instability, and social unrest. Experts warn that the situation may become unsustainable if not addressed promptly. [BR][BR]You have certainly noticed this. How shall we navigate this delicate demographic conundrum?"
Event_ColonialExodusCrisis_Choice_Restrict_Desc,Divert resources from the Shipyard to building up our homeworld for one year.
Event_ColonialExodusCrisis_Choice_Incentivize_Desc,Let's create some clones.
Event_ColonialExodusCrisis_Choice_Incentivize_Details,Adds some clones to our homeworld. This won't make our citizens happy.
Event_ColonialExodusCrisis_Choice_Advance_Desc,Invest in advanced automation and infrastructure to compensate for labor losses.
Event_ColonialExodusCrisis_Choice_Advance_Desc_Details,Provides some automicons to our world. Hopefully they won't rise against us. But they probably will.
Event_ColonialExodusCrisis_Choice_Incentivize_Result,No one likes clones
Event_ColonialRushRepercussions_Name,Colonial Rush Repercussions
Event_ColonialRushRepercussions_Desc,"Our rapid colonization has outpaced its societal and infrastructural development, leading to sprawling, undeveloped colonies and overstretched supply chains. How will you address these systemic issues?"
Event_ColonialRushRepercussions_Choice_Reassess_Desc,"Temporarily reduce further colonization efforts to focus on enhancing the existing colonies, fostering faster growth and integration."
Event_ColonialRushRepercussions_Choice_Reassess_Result,Temporarily Shipyard Moratorium
Event_ColonialRushRepercussions_Choice_Reassess_Details,A moratorium might stabilize your core territories at the expense of losing the initiative in space expansion to rival factions. Our Shipyard production will be dramatically reduced for a year.
Event_ColonialRushRepercussions_Choice_Reallocate_Result,Colonial Reallocation Program
Event_ColonialRushRepercussions_Choice_Reallocate_Desc,Reallocating resources from homeworld to established core worlds.
Event_ColonialRushRepercussions_Choice_Reallocate_Details,This approach will cost a lot of money on our home world for a year but greatly increase production on core worlds for a year.
Event_ColonialRushRepercussions_Choice_Protect_Desc,Implement social policies to protect the vulnerable populations.
Event_ColonialRushRepercussions_Choice_Protect_Details,This policy will cost money for a time but will improve morale for the next year.
Event_ColonialRushRepercussions_Choice_Protect_Result,Temporary Social Policy
Event_ColonialRushBacklash_Name,Colonial Rush Backlash
Event_ColonialRushBacklash_Desc,"The rapid colonization of new worlds has led to overextended supply lines, neglected infrastructures, and disgruntled populations. We must take steps to stabilize our burgeoning galactic civilization."
Event_ColonialRushBacklash_Choice_Consolidate_Desc,Focus on strengthening the infrastructure and society of current colonies before embarking on new excursions.
Event_ColonialRushBacklash_Choice_Consolidate_Details,This will cost money for the next year but prevent riots.
Event_ColonialRushBacklash_Choice_Redistribution_Desc,Redistribute resources from core worlds to peripheral colonies to alleviate pressures and inequities caused by hasty expansion.
Event_ColonialRushBacklash_Choice_Redistribution_Details,Resource redistribution will help newly established colonies but could lead to contention and reduced productivity on core worlds.
Event_ColonialRushBacklash_Choice_EconomicStimulus_Desc,Inject capital into fledgling colonies to jumpstart their economies.
Event_ColonialRushBacklash_Choice_EconomicStimulus_Details,An economic boost could hasten the development of new colonies at the risk of sparking inflation and economic bubbles. Core world manufacturing will be increased for two years.
Event_FailedAssassinationAttempt_0x523_Name,Failed Assassination Attempt
Event_FailedAssassinationAttempt_0x523_Desc,"A recent assassination attempt on your life has been narrowly thwarted. This incident seems to be a direct result of widespread discontent among our citizens over our aggressive colonization policy. The homeworld is in turmoil, with people divided and fearful. How will you address this crisis and restore order?"
Event_FailedAssassinationAttempt_0x523_Choice_Investigate_Desc,Launch a Thorough Investigation
Event_FailedAssassinationAttempt_0x523_Choice_Investigate_Details,"By choosing to investigate, you are looking to uncover the mastermind behind the assassination attempt. This might lead to the discovery of a larger conspiracy, but could also draw resources away from other important matters."
Event_FailedAssassinationAttempt_0x523_Choice_SecurityIncrease_Desc,Increase Security Measures
Event_FailedAssassinationAttempt_0x523_Choice_SecurityIncrease_Details,"By increasing security measures, you prioritize the immediate safety of yourself and key figures in your administration. This action could reassure the public but may also be seen as an overreaction, potentially causing unrest."
Event_FailedAssassinationAttempt_0x523_Choice_SecurityIncrease_Results,Increased Security
NeuralNexusComplex_Name,Neural Nexus Complex
NeuralNexusComplex_ShortDec,Connects the minds of Yor increasing their intelligence.
QuantumProcessingUnit_Name,Quantum Processing Unit
QuantumProcessingUnit_ShortDec,Allows core worlds to increase their processing power for greater research.
SelfReplicatingFactory_Name,Self-Replicating Factory
SelfReplicatingFactory_ShortDec,An automated industrial complex that auto generates its own resources.
AncientKnowledgeRepository_Name,Ancient Archive
AncientKnowledgeRepository_ShortDec,A vault of wisdom from bygone eras containing ancient lore.
BioDigitalFusionCenter_Name,Bio-Digital Fusion Center
BioDigitalFusionCenter_ShortDec,"By digitizing knowledge, greatly increase our population growth."
GalacticDiplomacyHub_Name,Galactic Diplomacy Hub
GalacticDiplomacyHub_ShortDec,The central nexus for interstellar relations increasing our diplomacy ability.
EldersCouncilChamber_Name,Elders' Council Chamber
EldersCouncilChamber_ShortDec,A revered convocation hall where the wisdom of the ages is convened to guide the future of the civilization.
WarriorTrainingGrounds_Name,Warrior Training Grounds
WarriorTrainingGrounds_ShortDec,A specialized facility dedicated to honing the skills increasing our soldiering ability.
DragonMythosPreserve_Name,Dragon Mythos Preserve
DragonMythosPreserve_ShortDec,A sanctuary safeguarding the ancient traditions and legendary tales of dragons bringing our people together and eliminating crime.
TempleOfEnlightenment_Name,Temple of Enlightenment
TempleOfEnlightenment_ShortDec,A sacred place dedicated to intellectual and spiritual growth increasing the influence of our world.
ArcaneSanctuary_Name,Arcane Sanctuary
ArcaneSanctuary_ShortDec,"A secluded retreat for the mystically inclined, where ancient magics and esoteric knowledge converge."
CouncilOfSages_Name,Council of Sages
CouncilOfSages_ShortDec,"An assembly of the wisest individuals tasked with preserving and imparting knowledge, offering counsel on matters of great importance."
WarMongerAltar_Name,War Monger's Altar
WarMongerAltar_ShortDec,A sinister shrine dedicated to the glorification of conflict resulting on all ships constructed here being veterans.
BattleThrallArena_Name,Battle Thrall Arena
BattleThrallArena_ShortDec,An arena where our thralls fight and die for our amusement.
ExterminationCamps_Name,Extermination Camps
ExterminationCamps_ShortDec,These efficient camps convert sub-Drengin species into valuable nutrients and other resources to fuel our cleansing of the universe.
DrenginUnique_WeaponSystem_Name,Energy Weapons Amplifier
DrenginUnique_WeaponSystem_Dec,Channels energy to magnify the beam weapon output of other ships in the fleet.
Event_ClonesTurningIntoFleshEatingZombies_Name,Clone Mutation Crisis
Event_ClonesTurningIntoFleshEatingZombies_Desc,"In a horrifying turn of events, our efforts to boost population on our homeworld through cloning have backfired. The clones have undergone a drastic and unexpected mutation, turning them into flesh-eating zombies. This epidemic poses a grave threat to the entire homeworld. Immediate action is required to prevent further catastrophe."
Event_ClonesTurningIntoFleshEatingZombies_Choice_1_Dec,Contain and Research the Mutation
Event_ClonesTurningIntoFleshEatingZombies_Choice_1_Details,Our best course of option is to find the zombies and load them onto a colony ship and ship them off somewhere deep into the universe.
Event_ColonialStrike_0x8D4_Name,Colonial Economic Strike
Event_ColonialStrike_0x8D4_Desc,"A major strike has broken out across our colonies. The colonists are protesting against our homeworld-centric economic policies, which they feel have neglected their needs and contributions. This widespread unrest demands immediate attention and a reassessment of our policies."
Event_ColonialStrike_Choice_1_Desc,Address the Colonists' Concerns
Event_ColonialStrike_Choice_1_Details,"By choosing to address the concerns of the colonists, we acknowledge their grievances and work towards a more equitable distribution of resources and opportunities. This may require rethinking our current economic strategies to prevent future unrest. This will cost us some control."
Event_ColonialStrike_Choice_2_Desc,Crush them.
Event_ColonialStrike_Choice_2_Details,The colonists need to quit thinking of themselves as 'people'. Their whole point is to serve the home world.
Event_ColonialStrike_Choice_3_Desc,Let them strike.
Event_ColonialStrike_Choice_3_Details,"The strike will take care of itself. For about a year, however, there will be a lot of crime on our colonies."
Event_ColonialStrike_Choice_3_Results,Colonial Strike.
Event_PrecursorAICatastrophe_0x7C4_Name,Precursor AI Defense Protocol Tragedy
Event_PrecursorAICatastrophe_0x7C4_Desc,"In a tragic misunderstanding, the Precursor AI we activated on {PLANETNAME} has identified our own people as intruders and unleashed its defense protocols. This catastrophic misjudgment has resulted in a massive loss of life. We must act swiftly to prevent further disaster."
Event_PrecursorAICatastrophe_Choice_Shutdown_Desc,Immediately Shut Down the AI
Event_PrecursorAICatastrophe_Choice_Shutdown_Details,"Shutting down the AI is the only option to immediately cease its fatal protocols. While this stops further loss of life, the decision will remove the benefits the AI provided."
Event_HomeworldEfficiencyBoost_0x9A2_Name,Homeworld Efficiency Investigation is Complete
Event_HomeworldEfficiencyBoost_0x9A2_Desc,"Our extensive investigation into enhancing homeworld efficiency has borne fruit. We have developed a series of groundbreaking policies and techniques that will significantly increase our manufacturing capabilities, catapulting our production capacity to new heights."
Event_HomeworldEfficiencyBoost_Choice_Implement_Desc,Implement the New Efficiency Policies
Event_HomeworldEfficiencyBoost_Choice_Implement_Details,"By implementing these new policies, we stand on the brink of a manufacturing revolution. This will not only boost our production but also set a new standard for efficiency and innovation on our homeworld."
Event_HomeworldEfficiencyBoost_Choice_Implement_Result,Efficiency Policy
Event_CoretapDestabilization_0x8D3_Name,Planetary Coretap Destabilization
